,tweet_id,rating_numerator,rating_denominator,name,date,time,stage
2273,667470559035432960,11,10,None,2015-11-19 00:00:00,2018-10-15 22:32:00,None 
2274,667455448082227200,7,10,Reese,2015-11-19 00:00:00,2018-10-15 21:32:00,None 
2275,667453023279554560,11,10,Cupcake,2015-11-19 00:00:00,2018-10-15 21:22:00,None 
2276,667443425659232256,6,10,None,2015-11-19 00:00:00,2018-10-15 20:44:00,None 
2277,667437278097252352,10,10,None,2015-11-19 00:00:00,2018-10-15 20:20:00,None 
2278,667435689202614272,12,10,None,2015-11-19 00:00:00,2018-10-15 20:14:00,None 
2279,667405339315146752,7,10,Biden,2015-11-19 00:00:00,2018-10-15 18:13:00,None 
2280,667393430834667520,8,10,Fwed,2015-11-19 00:00:00,2018-10-15 17:26:00,None 
2281,667369227918143488,10,10,None,2015-11-19 00:00:00,2018-10-15 15:49:00,None 
2282,667211855547486208,9,10,Genevieve,2015-11-19 00:00:00,2018-10-15 05:24:00,None 
2283,667200525029539841,11,10,Joshwa,2015-11-19 00:00:00,2018-10-15 04:39:00,None 
2284,667192066997374976,12,10,None,2015-11-19 00:00:00,2018-10-15 04:05:00,None 
2285,667188689915760640,10,10,None,2015-11-19 00:00:00,2018-10-15 03:52:00,None 
2286,667182792070062081,10,10,Timison,2015-11-19 00:00:00,2018-10-15 03:29:00,None 
2287,667177989038297088,8,10,None,2015-11-19 00:00:00,2018-10-15 03:10:00,None 
2288,667176164155375616,4,10,None,2015-11-19 00:00:00,2018-10-15 03:02:00,None 
2289,667174963120574464,9,10,Clarence,2015-11-19 00:00:00,2018-10-15 02:58:00,None 
2290,667171260800061440,10,10,Kenneth,2015-11-19 00:00:00,2018-10-15 02:43:00,None 
2291,667165590075940865,10,10,Churlie,2015-11-19 00:00:00,2018-10-15 02:20:00,None 
2292,667160273090932737,11,10,Bradlay,2015-11-19 00:00:00,2018-10-15 01:59:00,None 
2293,667152164079423490,12,10,Pipsy,2015-11-19 00:00:00,2018-10-15 01:27:00,None 
2294,667138269671505920,10,10,None,2015-11-19 00:00:00,2018-10-15 00:32:00,None 
2295,667119796878725120,10,10,Gabe,2015-11-18 00:00:00,2018-10-15 23:18:00,None 
2296,667090893657276420,7,10,Clybe,2015-11-18 00:00:00,2018-10-15 21:23:00,None 
2297,667073648344346624,10,10,Dave,2015-11-18 00:00:00,2018-10-15 20:15:00,None 
2298,667070482143944705,10,10,None,2015-11-18 00:00:00,2018-10-15 20:02:00,None 
2299,667065535570550784,8,10,None,2015-11-18 00:00:00,2018-10-15 19:43:00,None 
2300,667062181243039745,10,10,Keet,2015-11-18 00:00:00,2018-10-15 19:29:00,None 
2301,667044094246576128,12,10,None,2015-11-18 00:00:00,2018-10-15 18:17:00,None 
2302,667012601033924608,9,10,Klevin,2015-11-18 00:00:00,2018-10-15 16:12:00,None 
2303,666996132027977728,10,10,Carll,2015-11-18 00:00:00,2018-10-15 15:07:00,None 
2304,666983947667116034,11,10,None,2015-11-18 00:00:00,2018-10-15 14:18:00,None 
2305,666837028449972224,3,10,None,2015-11-18 00:00:00,2018-10-15 04:35:00,None 
2306,666835007768551424,10,10,None,2015-11-18 00:00:00,2018-10-15 04:27:00,None 
2307,666826780179869698,12,10,None,2015-11-18 00:00:00,2018-10-15 03:54:00,None 
2308,666817836334096384,9,10,Jeph,2015-11-18 00:00:00,2018-10-15 03:18:00,None 
2309,666804364988780544,8,10,Jockson,2015-11-18 00:00:00,2018-10-15 02:25:00,None 
2310,666786068205871104,2,10,None,2015-11-18 00:00:00,2018-10-15 01:12:00,None 
2311,666781792255496192,10,10,None,2015-11-18 00:00:00,2018-10-15 00:55:00,None 
2312,666776908487630848,5,10,Josep,2015-11-18 00:00:00,2018-10-15 00:36:00,None 
2313,666739327293083650,10,10,Lugan,2015-11-17 00:00:00,2018-10-15 22:06:00,None 
2314,666701168228331520,8,10,None,2015-11-17 00:00:00,2018-10-15 19:35:00,None 
2315,666691418707132416,8,10,Christoper,2015-11-17 00:00:00,2018-10-15 18:56:00,None 
2316,666649482315059201,4,10,None,2015-11-17 00:00:00,2018-10-15 16:09:00,None 
2317,666644823164719104,9,10,Jimothy,2015-11-17 00:00:00,2018-10-15 15:51:00,None 
2318,666454714377183233,10,10,Kreggory,2015-11-17 00:00:00,2018-10-15 03:16:00,None 
2319,666447344410484738,9,10,Scout,2015-11-17 00:00:00,2018-10-15 02:46:00,None 
2320,666437273139982337,7,10,None,2015-11-17 00:00:00,2018-10-15 02:06:00,None 
2321,666435652385423360,10,10,None,2015-11-17 00:00:00,2018-10-15 02:00:00,None 
2322,666430724426358785,6,10,None,2015-11-17 00:00:00,2018-10-15 01:40:00,None 
2323,666428276349472768,7,10,None,2015-11-17 00:00:00,2018-10-15 01:30:00,None 
2324,666421158376562688,12,10,None,2015-11-17 00:00:00,2018-10-15 01:02:00,None 
2325,666418789513326592,10,10,Walter,2015-11-17 00:00:00,2018-10-15 00:53:00,None 
2326,666411507551481857,2,10,None,2015-11-17 00:00:00,2018-10-15 00:24:00,None 
2327,666407126856765440,7,10,None,2015-11-17 00:00:00,2018-10-15 00:06:00,None 
2328,666396247373291520,9,10,None,2015-11-16 00:00:00,2018-10-15 23:23:00,None 
2329,666373753744588802,11,10,None,2015-11-16 00:00:00,2018-10-15 21:54:00,None 
2330,666362758909284353,6,10,None,2015-11-16 00:00:00,2018-10-15 21:10:00,None 
2331,666353288456101888,8,10,None,2015-11-16 00:00:00,2018-10-15 20:32:00,None 
2332,666345417576210432,10,10,None,2015-11-16 00:00:00,2018-10-15 20:01:00,None 
2333,666337882303524864,9,10,None,2015-11-16 00:00:00,2018-10-15 19:31:00,None 
2334,666293911632134144,3,10,None,2015-11-16 00:00:00,2018-10-15 16:37:00,None 
2335,666287406224695296,1,2,None,2015-11-16 00:00:00,2018-10-15 16:11:00,None 
2336,666273097616637952,11,10,None,2015-11-16 00:00:00,2018-10-15 15:14:00,None 
2337,666268910803644416,10,10,None,2015-11-16 00:00:00,2018-10-15 14:57:00,None 
2338,666104133288665088,1,10,None,2015-11-16 00:00:00,2018-10-15 04:02:00,None 
2339,666102155909144576,11,10,None,2015-11-16 00:00:00,2018-10-15 03:55:00,None 
2340,666099513787052032,8,10,None,2015-11-16 00:00:00,2018-10-15 03:44:00,None 
2341,666094000022159362,9,10,None,2015-11-16 00:00:00,2018-10-15 03:22:00,None 
2342,666082916733198337,6,10,None,2015-11-16 00:00:00,2018-10-15 02:38:00,None 
2343,666073100786774016,10,10,None,2015-11-16 00:00:00,2018-10-15 01:59:00,None 
2344,666071193221509120,9,10,None,2015-11-16 00:00:00,2018-10-15 01:52:00,None 
2345,666063827256086533,10,10,None,2015-11-16 00:00:00,2018-10-15 01:22:00,None 
2346,666058600524156928,8,10,None,2015-11-16 00:00:00,2018-10-15 01:01:00,None 
2347,666057090499244032,9,10,None,2015-11-16 00:00:00,2018-10-15 00:55:00,None 
2348,666055525042405380,10,10,None,2015-11-16 00:00:00,2018-10-15 00:49:00,None 
2349,666051853826850816,2,10,None,2015-11-16 00:00:00,2018-10-15 00:35:00,None 
2350,666050758794694657,10,10,None,2015-11-16 00:00:00,2018-10-15 00:30:00,None 
2351,666049248165822465,5,10,None,2015-11-16 00:00:00,2018-10-15 00:24:00,None 
2352,666044226329800704,6,10,None,2015-11-16 00:00:00,2018-10-15 00:04:00,None 
2353,666033412701032449,9,10,None,2015-11-15 00:00:00,2018-10-15 23:21:00,None 
2354,666029285002620928,7,10,None,2015-11-15 00:00:00,2018-10-15 23:05:00,None 
2355,666020888022790149,8,10,None,2015-11-15 00:00:00,2018-10-15 22:32:00,None 
